pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,opponent_team
FF,2025-06-22,98.4,-1.64,5.96,"Alcantara, Sandy",663586,645261,,ball,,,,,11,Austin Riley strikes out swinging.,R,R,R,MIA,ATL,B,,,0,2,2025,-1.1,1.35,-0.78,4.11,,660670.0,621566.0,0,3,Top,,,,,,,4.934472844843851,-143.10073856595272,-2.678298422666296,-16.203463742330683,36.10811014500596,-13.290286375906996,3.41,1.52,,,,98.7,2295,6.7,777402,663743,676572,669364,691594,672640,669065,667472,660821,53.79,,,,,,,,20,4,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,235,0.0,0.037,,,,-0.037,,0,0,0.401,0.599,29,28,30,28,2,1,6,1,6,1,1.02,1.1,1.1,37.1,,,,,,ATL
CH,2025-06-22,90.7,-1.75,5.86,"Alcantara, Sandy",663586,645261,,foul,,,,,7,Austin Riley strikes out swinging.,R,R,R,MIA,ATL,S,,,0,2,2025,-1.56,0.23,-0.47,1.79,,660670.0,621566.0,0,3,Top,,,,,,,6.526969917558118,-131.8714274685934,-4.690982094304581,-19.609097916618925,29.76867388269741,-28.617913961576075,3.5,1.63,150.0,82.9,70.0,90.2,2059,6.2,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.33,,,,,,,,20,3,Changeup,1,1,1,1,1,1,1,1,Standard,Standard,242,0.0,0.0,70.3,7.8,,0.0,88.0,0,0,0.401,0.599,29,28,30,28,2,1,6,1,6,1,2.56,1.56,1.56,30.0,14.182186048691973,-20.806437883972897,35.656799387199705,31.494106042747088,38.4626894695397,ATL
FF,2025-06-22,97.1,-1.78,5.92,"Alcantara, Sandy",663586,645261,,foul,,,,,13,Austin Riley strikes out swinging.,R,R,R,MIA,ATL,S,,,0,1,2025,-1.36,0.9,-1.16,2.3,,660670.0,621566.0,0,3,Top,,,,,,,4.77307731272845,-141.2064996999167,-6.169442069725511,-19.327128950931648,34.18020892740059,-18.90617552043055,3.5,1.63,174.0,77.0,23.0,96.6,2293,6.2,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.31,,,,,,,,20,2,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,236,0.0,-0.071,69.7,6.9,,0.071,88.0,0,0,0.401,0.599,29,28,30,28,2,1,6,1,6,1,1.53,1.36,1.36,31.3,11.066916505941126,-11.930329873771957,36.64227901226541,23.53706894213217,34.96031524889059,ATL
SL,2025-06-22,88.3,-1.73,5.9,"Alcantara, Sandy",663586,645261,,foul,,,,,8,Austin Riley strikes out swinging.,R,R,R,MIA,ATL,S,,,0,0,2025,-0.04,0.32,-0.03,1.9,,660670.0,621566.0,0,3,Top,,,,,,,4.187353953934248,-128.3513428126002,-4.165161941377382,-1.436585947905011,31.425833262297918,-27.87827118263897,3.5,1.63,235.0,105.8,16.0,87.1,2517,6.0,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.5,,,,,,,,20,1,Slider,1,1,1,1,1,1,1,1,Standard,Standard,202,0.0,-0.044,78.1,8.3,,0.044,105.8,0,0,0.401,0.599,29,28,30,28,2,1,6,1,6,1,2.65,0.04,0.04,29.9,20.74384659687413,-20.20089341192393,33.56591435849441,35.70082933799616,47.67073754259262,ATL
SI,2025-06-22,99.0,-1.48,5.98,"Alcantara, Sandy",621566,645261,walk,ball,,,,,14,Matt Olson walks. Ronald Acuña Jr. to 2nd.,R,L,R,MIA,ATL,B,,,3,2,2025,-1.6,0.67,1.29,2.16,,,660670.0,0,3,Top,,,,,,,11.24503683181937,-143.61634847643074,-6.518928404310858,-24.823505958708733,34.035919975015666,-21.46436989337539,3.58,1.62,,,,98.3,2462,6.1,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.36,,0.693299,0.7,1.0,0.0,0.0,,19,6,Sinker,1,1,1,1,1,1,1,1,Infield shade,Standard,231,-0.059,0.291,,,,-0.291,,0,0,0.46,0.54,29,31,30,31,2,1,6,1,6,1,1.67,1.6,-1.6,32.5,,,,,,ATL
SI,2025-06-22,97.6,-1.55,5.94,"Alcantara, Sandy",621566,645261,,foul,,,,,8,Matt Olson walks. Ronald Acuña Jr. to 2nd.,R,L,R,MIA,ATL,S,,,3,1,2025,-1.46,0.57,-0.13,1.85,,,660670.0,0,3,Top,,,,,,,7.1319529657625225,-141.8470824067629,-6.739609586010133,-21.32493945938011,33.65813140791892,-23.028118738987647,3.54,1.68,217.0,77.1,39.0,96.9,2360,6.0,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.47,,,,,,,,19,5,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,233,0.0,-0.04,71.9,7.4,,0.04,88.0,0,0,0.46,0.54,29,31,30,31,2,1,6,1,6,1,1.83,1.46,-1.46,31.6,-1.743648634647457,11.04705750154049,41.11259522407545,38.40471876300098,24.735082130961125,ATL
SI,2025-06-22,96.7,-1.69,5.96,"Alcantara, Sandy",621566,645261,,ball,,,,,13,Matt Olson walks. Ronald Acuña Jr. to 2nd.,R,L,R,MIA,ATL,B,,,2,1,2025,-1.5,0.82,-1.14,2.19,,,660670.0,0,3,Top,,,,,,,4.8213742819682,-140.70474190887944,-6.294520201956805,-20.98626241306666,33.03885283004131,-20.017910619086397,3.48,1.59,,,,95.7,2370,5.8,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.73,,,,,,,,19,4,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,230,0.0,0.109,,,,-0.109,,0,0,0.46,0.54,29,31,30,31,2,1,6,1,6,1,1.62,1.5,-1.5,31.7,,,,,,ATL
SL,2025-06-22,90.1,-1.69,5.91,"Alcantara, Sandy",621566,645261,,ball,,,,,13,Matt Olson walks. Ronald Acuña Jr. to 2nd.,R,L,R,MIA,ATL,B,,,1,1,2025,0.08,0.59,-1.67,2.37,,,660670.0,0,3,Top,,,,,,,-0.0888701999771243,-131.30834953879443,-4.115893814057293,0.9085413610463128,26.698200974740903,-24.680550922944363,3.53,1.54,,,,89.7,2248,5.9,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.6,,,,,,,,19,3,Slider,1,1,1,1,1,1,1,1,Standard,Standard,212,0.0,0.043,,,,-0.043,,0,0,0.46,0.54,29,31,30,31,2,1,6,1,6,1,2.2,-0.08,0.08,30.5,,,,,,ATL
FF,2025-06-22,97.5,-1.6,6.05,"Alcantara, Sandy",621566,645261,,ball,,,,,12,Matt Olson walks. Ronald Acuña Jr. to 2nd.,R,L,R,MIA,ATL,B,,,0,1,2025,-1.18,1.27,0.35,4.01,,,660670.0,0,3,Top,,,,,,,7.901224179164065,-141.672016113686,-2.8265687666509143,-17.70046466265071,35.94204919076994,-14.661386180903136,3.55,1.56,,,,96.6,2223,6.1,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.4,,,,,,,,19,2,4-Seam Fastball,1,1,1,1,1,1,1,1,Infield shade,Standard,235,0.0,0.034,,,,-0.034,,0,0,0.46,0.54,29,31,30,31,2,1,6,1,6,1,1.15,1.18,-1.18,31.3,,,,,,ATL
SL,2025-06-22,90.9,-1.68,5.95,"Alcantara, Sandy",621566,645261,,foul,,,,,14,Matt Olson walks. Ronald Acuña Jr. to 2nd.,R,L,R,MIA,ATL,S,,,0,0,2025,0.03,0.57,0.56,1.55,,,660670.0,0,3,Top,,,,,,,5.538794651026732,-132.20558528973615,-6.286628601850544,-0.9011873849189956,28.895920542521203,-24.364395669958984,3.54,1.68,13.0,103.1,-7.0,90.4,2406,6.1,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.44,,,,,,,,19,1,Slider,1,1,1,1,1,1,1,1,Standard,Standard,219,0.0,-0.042,75.3,8.6,,0.042,103.1,0,0,0.46,0.54,29,31,30,31,2,1,6,1,6,1,2.2,-0.03,0.03,30.6,18.041705166446764,-12.331301400413423,37.80500336664645,30.760068923278038,38.00726056800709,ATL
CU,2025-06-22,82.9,-1.57,5.97,"Alcantara, Sandy",660670,645261,single,hit_into_play,,,,,8,Ronald Acuña Jr. singles on a line drive to right fielder Jesús Sánchez.,R,R,R,MIA,ATL,X,9.0,line_drive,1,1,2025,0.32,-0.39,-0.14,1.63,,,,0,3,Top,189.08,105.94,,,,,2.630661450223151,-120.7562929468461,-2.689793295856335,2.6220507274189453,24.018452888344648,-35.625119619712216,3.57,1.6,216.0,93.1,14.0,83.0,2480,6.3,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.18,0.969,0.906,0.9,1.0,1.0,0.0,4.0,18,3,Curveball,1,1,1,1,1,1,1,1,Standard,Standard,56,-0.04,0.46,77.9,7.0,1.102,-0.46,93.1,0,0,0.5,0.5,29,27,30,28,2,1,6,1,6,1,3.7,-0.32,-0.32,33.6,-8.061817878205996,20.1958194047061,47.32807127782847,32.85750660439479,24.88680339639396,ATL
SL,2025-06-22,91.2,-1.68,5.95,"Alcantara, Sandy",660670,645261,,called_strike,,,,,4,Ronald Acuña Jr. singles on a line drive to right fielder Jesús Sánchez.,R,R,R,MIA,ATL,S,,,1,0,2025,-0.05,0.72,-0.38,2.68,,,,0,3,Top,,,,,,,3.3799200051788505,-132.78822999616364,-3.872676494024404,-1.3348429523629892,30.21634449663018,-23.02694453024781,3.54,1.49,,,,90.9,2298,6.2,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.26,,,,,,,,18,2,Slider,1,1,1,1,1,1,1,1,Standard,Standard,221,0.0,-0.049,,,,0.049,,0,0,0.5,0.5,29,27,30,28,2,1,6,1,6,1,2.03,0.05,0.05,29.7,,,,,,ATL
CH,2025-06-22,89.0,-1.68,5.93,"Alcantara, Sandy",660670,645261,,ball,,,,,13,Ronald Acuña Jr. singles on a line drive to right fielder Jesús Sánchez.,R,R,R,MIA,ATL,B,,,0,0,2025,-1.48,0.42,-0.87,1.7,,,,0,3,Top,,,,,,,5.107203599859818,-129.4273054633231,-5.195212044414037,-17.65137338483748,29.14182892258,-26.482925242338176,3.56,1.54,,,,88.8,2093,6.4,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.11,,,,,,,,18,1,Changeup,1,1,1,1,1,1,1,1,Standard,Standard,240,0.0,0.038,,,,-0.038,,0,0,0.5,0.5,29,27,30,28,2,1,6,1,6,1,2.48,1.48,1.48,31.4,,,,,,ATL
SL,2025-06-22,87.9,-1.58,5.92,"Alcantara, Sandy",669397,645261,strikeout,swinging_strike,,,,,14,Nick Allen strikes out swinging.,R,R,R,MIA,ATL,S,2.0,,0,2,2025,0.36,0.3,0.98,1.55,645277.0,,,2,2,Top,,,,,,,5.385114764265681,-127.89908313627296,-5.099817225574784,2.9215532363489367,24.47624051236521,-28.056298985584466,3.09,1.43,,,,87.1,2485,5.6,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.9,,0.0,0.0,1.0,0.0,0.0,,13,3,Slider,0,1,1,0,1,0,1,0,Standard,Standard,185,0.035,-0.167,64.6,7.2,,0.167,,-1,1,0.402,0.598,29,26,30,27,1,0,6,1,6,1,2.63,-0.36,-0.36,31.9,22.262169332728927,-24.65017100547418,29.00471325943657,47.32826723101815,46.023478741028605,ATL
CU,2025-06-22,83.5,-1.57,5.94,"Alcantara, Sandy",669397,645261,,foul,,,,,5,Nick Allen strikes out swinging.,R,R,R,MIA,ATL,S,,,0,1,2025,0.31,-0.23,0.08,2.04,645277.0,,,2,2,Top,,,,,,,3.1597238420846225,-121.68212234639624,-2.104217156025214,2.517456153279116,23.268360215527498,-34.29284961255321,3.09,1.43,4.0,76.3,-32.0,83.0,2580,5.8,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.67,,,,,,,,13,2,Curveball,0,1,1,0,1,0,1,0,Standard,Standard,60,0.0,-0.058,64.7,7.0,,0.058,88.0,-1,1,0.402,0.598,29,26,30,27,1,0,6,1,6,1,3.49,-0.31,-0.31,31.1,19.869587525318835,-21.88123152987368,23.44303867667028,36.885843907426114,45.60547776912309,ATL
SL,2025-06-22,89.7,-1.82,5.92,"Alcantara, Sandy",669397,645261,,called_strike,,,,,2,Nick Allen strikes out swinging.,R,R,R,MIA,ATL,S,,,0,0,2025,0.16,0.54,-0.13,2.57,645277.0,,,2,2,Top,,,,,,,3.815720814592612,-130.5837516914365,-3.425775280813101,1.0081184925030864,27.778845496013545,-25.434170544465964,3.01,1.52,,,,88.9,2443,5.8,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.68,,,,,,,,13,1,Slider,0,1,1,0,1,0,1,0,Standard,Standard,220,0.0,-0.039,,,,0.039,,-1,1,0.402,0.598,29,26,30,27,1,0,6,1,6,1,2.29,-0.16,-0.16,32.8,,,,,,ATL
SI,2025-06-22,97.7,-1.55,5.95,"Alcantara, Sandy",671739,645261,field_out,hit_into_play,,,,,4,"Michael Harris II grounds out, second baseman Xavier Edwards to first baseman Eric Wagaman. Ozzie Albies to 3rd.",R,L,R,MIA,ATL,X,4.0,ground_ball,0,2,2025,-1.4,0.62,-0.55,2.68,,645277.0,,1,2,Top,137.36,160.12,,,,,5.894286769536078,-142.06458216923428,-4.700512152417326,-20.37221534504688,34.03735806107295,-22.942211469902887,3.5,1.64,4.0,90.5,-34.0,97.3,2304,6.2,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.29,0.06,0.066,0.0,1.0,0.0,0.0,2.0,12,4,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,234,0.028,-0.157,72.6,7.3,0.07,0.157,90.5,-1,1,0.374,0.626,29,24,30,24,1,0,6,1,6,1,1.78,1.4,-1.4,31.7,9.619716271469962,19.01219644565572,25.34352461653957,43.82524423954688,21.692728963637407,ATL
CH,2025-06-22,91.1,-1.68,5.92,"Alcantara, Sandy",671739,645261,,foul,,,,,13,"Michael Harris II grounds out, second baseman Xavier Edwards to first baseman Eric Wagaman. Ozzie Albies to 3rd.",R,L,R,MIA,ATL,S,,,0,2,2025,-1.49,0.6,-1.06,0.98,,645277.0,,1,2,Top,,,,,,,4.734231152227057,-132.47636436230616,-7.728790452276154,-18.56729938683836,29.19441601183517,-23.616553835066583,3.5,1.64,,,,90.6,2080,6.1,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.43,,,,,,,,12,3,Changeup,0,1,1,0,1,0,1,0,Standard,Standard,243,0.0,0.0,70.9,9.2,,0.0,,-1,1,0.374,0.626,29,24,30,24,1,0,6,1,6,1,2.16,1.49,-1.49,30.1,14.99462341576057,-8.337574163666174,33.6311424186726,49.19145797423021,33.89239011990148,ATL
FF,2025-06-22,96.2,-1.66,5.97,"Alcantara, Sandy",671739,645261,,foul,,,,,4,"Michael Harris II grounds out, second baseman Xavier Edwards to first baseman Eric Wagaman. Ozzie Albies to 3rd.",R,L,R,MIA,ATL,S,,,0,1,2025,-1.39,1.05,-0.78,2.45,,645277.0,,1,2,Top,,,,,,,5.485094671350501,-139.88354189939326,-6.105175593776599,-19.424514280952312,33.78920040654429,-17.21247575019824,3.5,1.64,249.0,83.6,39.0,96.0,2408,6.4,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.15,,,,,,,,12,2,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,235,0.0,-0.065,70.8,7.4,,0.065,88.0,-1,1,0.374,0.626,29,24,30,24,1,0,6,1,6,1,1.43,1.39,-1.39,30.3,-6.992490878987134,21.34153495003405,31.89620257924817,46.56117664673386,14.684423904228192,ATL
SI,2025-06-22,96.0,-1.77,5.93,"Alcantara, Sandy",671739,645261,,called_strike,,,,,2,"Michael Harris II grounds out, second baseman Xavier Edwards to first baseman Eric Wagaman. Ozzie Albies to 3rd.",R,L,R,MIA,ATL,S,,,0,0,2025,-1.49,0.94,-0.21,3.23,,645277.0,,1,2,Top,,,,,,,7.418183634914851,-139.4975794945295,-3.615920165210314,-21.09952481499006,33.10601205388235,-19.33276374414951,3.52,1.57,,,,95.1,2356,5.9,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.56,,,,,,,,12,1,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,231,0.0,-0.036,,,,0.036,,-1,1,0.374,0.626,29,24,30,24,1,0,6,1,6,1,1.55,1.49,-1.49,29.8,,,,,,ATL
SI,2025-06-22,97.3,-1.69,6.02,"Alcantara, Sandy",657077,645261,field_out,hit_into_play,,,,,11,"Alex Verdugo grounds out, pitcher Sandy Alcantara to first baseman Eric Wagaman.",R,L,R,MIA,ATL,X,1.0,ground_ball,3,2,2025,-1.41,0.78,-1.16,2.52,,645277.0,,0,2,Top,128.88,184.32,,,,,4.5877942740656685,-141.4884449758021,-5.56141709402418,-19.947835202904567,34.49735930574145,-20.56543711717069,3.47,1.57,,,,96.0,2331,5.7,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.78,,,0.0,,0.0,0.0,,11,6,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,230,0.039,-0.238,65.8,5.9,,0.238,,-1,1,0.335,0.665,29,29,30,29,1,0,6,1,6,2,1.64,1.41,-1.41,29.9,-4.063423647960724,14.978530113971892,21.878054179563808,45.51833341709404,22.81869354086413,ATL
FF,2025-06-22,97.4,-1.59,6.03,"Alcantara, Sandy",657077,645261,,ball,,,,,11,"Alex Verdugo grounds out, pitcher Sandy Alcantara to first baseman Eric Wagaman.",R,L,R,MIA,ATL,B,,,2,2,2025,-1.06,1.19,-0.25,4.31,,645277.0,,0,2,Top,,,,,,,5.991195497738024,-141.61150344123612,-1.772097311828018,-15.707937577656503,35.1836931694373,-16.091493523212577,3.55,1.58,,,,96.6,2283,6.1,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.42,,,,,,,,11,5,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,235,0.0,0.063,,,,-0.063,,-1,1,0.335,0.665,29,29,30,29,1,0,6,1,6,2,1.24,1.06,-1.06,31.6,,,,,,ATL
CU,2025-06-22,86.8,-1.55,6.04,"Alcantara, Sandy",657077,645261,,blocked_ball,,,,,14,"Alex Verdugo grounds out, pitcher Sandy Alcantara to first baseman Eric Wagaman.",R,L,R,MIA,ATL,B,,,1,2,2025,0.29,-0.08,2.1,-0.42,,645277.0,,0,2,Top,,,,,,,7.986256523956577,-125.95382218834352,-8.919078173526543,1.4724144841532552,26.115729378687693,-31.344742576162627,3.55,1.51,,,,85.4,2467,5.6,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.93,,,,,,,,11,4,Curveball,0,1,1,0,1,0,1,0,Standard,Standard,15,0.0,0.053,,,,-0.053,,-1,1,0.335,0.665,29,29,30,29,1,0,6,1,6,2,3.13,-0.29,0.29,32.8,,,,,,ATL
SL,2025-06-22,91.3,-1.9,5.97,"Alcantara, Sandy",657077,645261,,swinging_strike,,,,,2,"Alex Verdugo grounds out, pitcher Sandy Alcantara to first baseman Eric Wagaman.",R,L,R,MIA,ATL,S,,,1,1,2025,-0.05,0.75,-0.05,3.3,,645277.0,,0,2,Top,,,,,,,4.682071313992946,-132.83637057691104,-2.3862024617000213,-1.6827017913069162,29.55621895436463,-23.03737207301036,3.47,1.57,,,,89.2,2403,5.1,777402,663743,676572,669364,691594,672640,669065,667472,660821,55.41,,,,,,,,11,3,Slider,0,1,1,0,1,0,1,0,Standard,Standard,210,0.0,-0.072,68.8,5.6,,0.072,,-1,1,0.335,0.665,29,29,30,29,1,0,6,1,6,2,2.0,0.05,-0.05,26.5,2.6860141763062297,7.297675074088709,24.75360852724591,32.4793661935383,27.26456760718261,ATL
SI,2025-06-22,97.0,-1.56,5.97,"Alcantara, Sandy",657077,645261,,called_strike,,,,,8,"Alex Verdugo grounds out, pitcher Sandy Alcantara to first baseman Eric Wagaman.",R,L,R,MIA,ATL,S,,,1,0,2025,-1.58,0.62,0.06,1.6,,645277.0,,0,2,Top,,,,,,,7.87717144707272,-140.90845598661798,-7.473096487462929,-22.821090795793385,33.51844676271134,-22.337185525233675,3.5,1.6,,,,96.2,2314,6.1,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.44,,,,,,,,11,2,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,230,0.0,-0.036,,,,0.036,,-1,1,0.335,0.665,29,29,30,29,1,0,6,1,6,2,1.82,1.58,-1.58,29.8,,,,,,ATL
SL,2025-06-22,88.3,-1.94,5.97,"Alcantara, Sandy",657077,645261,,ball,,,,,11,"Alex Verdugo grounds out, pitcher Sandy Alcantara to first baseman Eric Wagaman.",R,L,R,MIA,ATL,B,,,0,0,2025,0.32,0.66,-1.07,2.56,,645277.0,,0,2,Top,,,,,,,1.436205965958194,-128.56465930115095,-3.5191164158850583,3.1847472391639227,28.17198262095451,-24.384314858540204,3.58,1.51,,,,87.1,2262,5.6,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.9,,,,,,,,11,1,Slider,0,1,1,0,1,0,1,0,Standard,Standard,196,0.0,0.038,,,,-0.038,,-1,1,0.335,0.665,29,29,30,29,1,0,6,1,6,2,2.28,-0.32,0.32,29.7,,,,,,ATL
SI,2025-06-22,97.5,-1.57,5.99,"Alcantara, Sandy",645277,645261,double,hit_into_play,,,,,6,Ozzie Albies doubles (11) on a line drive to right fielder Jesús Sánchez.,R,L,R,MIA,ATL,X,9.0,line_drive,3,2,2025,-1.36,0.7,0.4,2.11,,,,0,2,Top,219.63,109.78,,,,,8.330460758646558,-141.67985324696397,-6.454424482523101,-20.196066466914825,33.30556904845115,-21.436013120063727,3.23,1.55,250.0,95.3,18.0,96.7,2468,5.9,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.55,0.466,0.45,1.25,1.0,1.0,1.0,4.0,10,6,Sinker,0,1,1,0,1,0,1,0,Infield shade,Standard,232,-0.057,0.614,,,0.615,-0.614,95.3,-1,1,0.392,0.608,29,28,30,28,1,0,6,1,6,1,1.71,1.36,-1.36,29.5,,,,,,ATL
CH,2025-06-22,90.6,-1.55,5.99,"Alcantara, Sandy",645277,645261,,ball,,,,,13,Ozzie Albies doubles (11) on a line drive to right fielder Jesús Sánchez.,R,L,R,MIA,ATL,B,,,2,2,2025,-1.46,0.34,-1.48,2.06,,,,0,2,Top,,,,,,,3.289294439094005,-131.84864574356808,-4.594899748460291,-17.738614225456246,29.450232764790385,-27.378813551354305,3.27,1.57,,,,90.1,2115,6.1,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.42,,,,,,,,10,5,Changeup,0,1,1,0,1,0,1,0,Infield shade,Standard,240,0.0,0.107,,,,-0.107,,-1,1,0.392,0.608,29,28,30,28,1,0,6,1,6,1,2.44,1.46,-1.46,32.0,,,,,,ATL
FF,2025-06-22,96.9,-1.68,6.03,"Alcantara, Sandy",645277,645261,,ball,,,,,11,Ozzie Albies doubles (11) on a line drive to right fielder Jesús Sánchez.,R,L,R,MIA,ATL,B,,,1,2,2025,-1.2,1.17,-0.68,4.15,,,,0,2,Top,,,,,,,5.3612131674133785,-141.00665656810926,-2.0949659646923084,-17.180010775301948,35.45202270052886,-16.372993078119297,3.26,1.53,,,,95.7,2138,5.9,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.65,,,,,,,,10,4,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shade,Standard,238,0.0,0.04,,,,-0.04,,-1,1,0.392,0.608,29,28,30,28,1,0,6,1,6,1,1.28,1.2,-1.2,29.4,,,,,,ATL
CU,2025-06-22,82.0,-1.5,6.09,"Alcantara, Sandy",645277,645261,,foul,,,,,4,Ozzie Albies doubles (11) on a line drive to right fielder Jesús Sánchez.,R,L,R,MIA,ATL,S,,,1,1,2025,0.29,-0.15,-0.42,2.61,,,,0,2,Top,,,,,,,1.880742243500673,-119.46524526654906,-1.03935538969217,2.379386716592671,23.55275543696285,-33.58500797512257,3.23,1.55,10.0,77.7,-14.0,81.7,2468,6.1,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.44,,,,,,,,10,3,Curveball,0,1,1,0,1,0,1,0,Infield shade,Standard,56,0.0,-0.056,72.8,7.9,,0.056,88.0,-1,1,0.392,0.608,29,28,30,28,1,0,6,1,6,1,3.53,-0.29,0.29,33.6,22.79905969187335,-21.98233975958072,32.49724905826802,37.40367252598597,45.60014621543059,ATL
CU,2025-06-22,82.5,-1.53,6.03,"Alcantara, Sandy",645277,645261,,ball,,,,,14,Ozzie Albies doubles (11) on a line drive to right fielder Jesús Sánchez.,R,L,R,MIA,ATL,B,,,0,1,2025,0.15,-0.23,0.9,0.26,,,,0,2,Top,,,,,,,5.22907419255883,-120.02801616698876,-6.14993451759278,0.4743424735006783,22.783016529170165,-33.42129608216309,3.27,1.5,,,,82.4,2351,6.2,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.33,,,,,,,,10,2,Curveball,0,1,1,0,1,0,1,0,Infield shade,Standard,36,0.0,0.025,,,,-0.025,,-1,1,0.392,0.608,29,28,30,28,1,0,6,1,6,1,3.57,-0.15,0.15,34.5,,,,,,ATL
SL,2025-06-22,90.0,-1.62,6.0,"Alcantara, Sandy",645277,645261,,foul,,,,,9,Ozzie Albies doubles (11) on a line drive to right fielder Jesús Sánchez.,R,L,R,MIA,ATL,S,,,0,0,2025,-0.03,0.53,0.36,1.72,,,,0,2,Top,,,,,,,4.928232490673421,-130.87667534346716,-5.681516373459303,-1.4202689743089063,28.816590311731343,-25.10778235527533,3.23,1.55,5.0,90.4,-18.0,89.3,2289,6.0,777402,663743,676572,669364,691594,672640,669065,667472,660821,54.53,,,,,,,,10,1,Slider,0,1,1,0,1,0,1,0,Infield shade,Standard,218,0.0,-0.037,81.9,7.3,,0.037,90.4,-1,1,0.392,0.608,29,28,30,28,1,0,6,1,6,1,2.3,0.03,-0.03,30.2,9.799430167259995,-9.331834656068242,39.2209029492452,28.48303616133392,40.80679848333163,ATL
